-1.13687E-13	0.00322	1.99998
0.05069	0.00324	1.99998
0.10173	0.00328	1.99998
0.15279	0.00329	1.99998
0.20382	0.00329	1.99998
0.25484	0.0033	1.99998
0.30587	0.0033	1.99998
0.35695	0.00332	1.99998
0.40797	0.00333	1.99998
0.45899	0.00333	1.99998
0.51005	0.00333	1.99998
0.56109	0.00334	1.99998
0.61211	0.00334	1.99998
0.66314	0.00335	1.99998
0.7142	0.00335	1.99998
0.76522	0.00335	1.99998
0.81625	0.00335	1.99998
0.86731	0.00337	1.99998
0.91836	0.00337	1.99998
0.9694	0.00338	1.99998
1.02046	0.00339	1.99998
1.07148	0.0034	1.99998
1.1225	0.00341	1.99998
1.17353	0.0034	1.99998
1.2246	0.00342	1.99998
1.27565	0.00342	1.99998
1.32669	0.00342	1.99998
1.37776	0.00343	1.99998
1.4288	0.00343	1.99998
1.47983	0.00346	1.99998
1.53086	0.00347	1.99998
1.58193	0.00347	1.99998
1.63296	0.00348	1.99998
1.68399	0.00348	1.99998
1.73506	0.00348	1.99998
1.7861	0.00348	1.99998
1.83714	0.00349	1.99998
1.88819	0.00349	1.99998
1.93921	0.00349	1.99998
1.99024	0.0035	1.99998
2.04126	0.0035	1.99998
2.09231	0.0035	1.99998
2.14334	0.0035	1.99998
2.19437	0.0035	1.99998
2.24542	0.0035	1.99998
2.29648	0.00351	1.99998
2.3475	0.00351	1.99998
2.39853	0.00351	1.99998
2.4496	0.00352	1.99998
2.50062	0.00352	1.99998
2.55165	0.00352	1.99998
2.60273	0.00352	1.99998
2.65377	0.00352	1.99998
2.70479	0.00353	1.99998
2.75584	0.00353	1.99998
2.80688	0.00353	1.99998
2.85791	0.00353	1.99998
2.90894	0.00354	1.99998
2.96	0.00354	1.99998
3.01104	0.00354	1.99998
3.06208	0.00354	1.99998
3.11316	0.00354	1.99998
3.16419	0.00354	1.99998
3.21522	0.00355	1.99998
3.26625	0.00354	1.99998
3.31731	0.00355	1.99998
3.36835	0.00354	1.99998
3.41938	0.00354	1.99998
3.47043	0.00355	1.99998
3.52146	0.00355	1.99998
3.57249	0.00356	1.99998
3.62356	0.00356	1.99998
3.67461	0.00356	1.99998
3.72564	0.00357	1.99998
3.77667	0.00357	1.99998
3.82774	0.00357	1.99998
3.87879	0.00357	1.99998
3.9298	0.00357	1.99998
3.98087	0.00358	1.99998
4.0319	0.00358	1.99998
4.08294	0.00358	1.99998
4.13401	0.00358	1.99998
4.18506	0.00358	1.99998
4.2361	0.00358	1.99998
4.28712	0.00359	1.99998
4.33817	0.00359	1.99998
4.38919	0.00359	1.99998
4.44022	0.00359	1.99998
4.49129	0.0036	1.99998
4.54234	0.0036	1.99998
4.59337	0.0036	1.99998
4.6444	0.0036	1.99998
4.69545	0.00361	1.99998
4.74647	0.0036	1.99998
4.7975	0.0036	1.99998
4.84856	0.00361	1.99998
4.8996	0.00361	1.99998
4.95062	0.00361	1.99998
5.00168	0.00361	1.99998
5.05272	0.00362	1.99998
5.10375	0.00362	1.99998
5.15478	0.00363	1.99998
5.20582	0.00363	1.99998
5.25685	0.00363	1.99998
5.30788	0.00363	1.99998
5.35893	0.00363	1.99998
5.40998	0.00363	1.99998
5.46101	0.00363	1.99998
5.51204	0.00363	1.99998
5.5631	0.00363	1.99998
5.61412	0.00363	1.99998
5.66517	0.00363	1.99998
5.71625	0.00363	1.99998
5.76728	0.00363	1.99998
5.81832	0.00363	1.99998
5.86939	0.00363	1.99998
5.92044	0.00364	1.99998
5.97147	0.00363	1.99998
6.02251	0.00363	1.99998
6.07358	0.00364	1.99998
6.12461	0.00364	1.99998
6.17563	0.00364	1.99998
6.2267	0.00364	1.99998
6.27774	0.00364	1.99998
6.32877	0.00364	1.99998
6.37983	0.00363	1.99998
6.43089	0.00364	1.99998
6.48192	0.00363	1.99998
6.53297	0.00364	1.99998
6.58403	0.00364	1.99998
6.63506	0.00364	1.99998
6.68609	0.00364	1.99998
6.73717	0.00364	1.99998
6.7882	0.00364	1.99999
6.83923	0.00365	1.99998
6.89028	0.00365	1.99998
6.94132	0.00365	1.99998
6.99238	0.00365	1.99998
7.04343	0.00366	1.99999
7.09451	0.00366	1.99998
7.14556	0.00366	1.99998
7.19658	0.00365	1.99998
7.24764	0.00366	1.99998
7.29866	0.00365	1.99998
7.34969	0.00366	1.99998
7.40073	0.00366	1.99999
7.45179	0.00366	1.99998
7.50283	0.00366	1.99998
7.55386	0.00366	1.99998
7.6049	0.00366	1.99998
7.65592	0.00366	1.99998
7.70695	0.00366	1.99998
7.758	0.00367	1.99998
7.80904	0.00367	1.99998
7.86007	0.00367	1.99998
7.9111	0.00367	1.99998
7.96217	0.00367	1.99998
